Date,Adj Close,Close,High,Low,Open,Volume,MA7,MA30
2024-02-22,144.96400451660156,145.32000732421875,146.1999969482422,144.00999450683594,146.1199951171875,23024700,144.3671417236328,146.51699981689453
2024-02-23,144.93405151367188,145.2899932861328,145.9550018310547,144.7899932861328,144.97000122070312,14519400,144.21285574776786,146.56666615804036
2024-02-26,138.41009521484375,138.75,143.83999633789062,138.74000549316406,143.4499969482422,33513000,143.01428440638952,146.4026662190755
2024-02-27,139.7567901611328,140.10000610351562,140.49000549316406,138.5,139.41000366210938,22364000,142.46571350097656,146.26466623942056
2024-02-28,137.09332275390625,137.42999267578125,139.27999877929688,136.63999938964844,139.10000610351562,30628700,141.8471418108259,146.04299926757812
2024-02-29,139.43756103515625,139.77999877929688,139.9499969482422,137.57000732421875,138.35000610351562,35485000,141.50142778669084,145.9393325805664
2024-03-01,137.7417449951172,138.0800018310547,140.0,137.97500610351562,139.61000061035156,28522000,140.67857142857142,145.70899912516276
2024-03-04,133.87123107910156,134.1999969482422,136.6300048828125,132.86000061035156,136.5399932861328,43571500,139.08999851771765,145.2499989827474
2024-03-05,133.4522705078125,133.77999877929688,134.02000427246094,131.5500030517578,132.74000549316406,28447600,137.44571358816964,144.7856653849284
2024-03-06,132.23524475097656,132.55999755859375,134.74000549316406,131.9499969482422,134.24000549316406,23175200,136.5614275251116,144.24833221435546
2024-03-07,134.90869140625,135.24000549316406,135.82000732421875,132.66000366210938,133.88999938964844,24107300,135.8671417236328,143.74466552734376
2024-03-08,135.95611572265625,136.2899932861328,138.98500061035156,134.8000030517578,135.03500366210938,26472400,135.70428466796875,143.16633199055988
2024-03-11,138.59962463378906,138.94000244140625,139.97999572753906,137.07000732421875,137.07000732421875,22536400,135.58428519112724,142.67133229573568
2024-03-12,139.2779541015625,139.6199951171875,140.27999877929688,138.2100067138672,138.25,19019700,135.80428423200334,142.16399892171225
2024-03-13,140.42515563964844,140.77000427246094,142.19000244140625,140.00999450683594,140.05999755859375,19637000,136.74285670689173,141.75466562906902
2024-03-14,143.98638916015625,144.33999633789062,144.72999572753906,141.48500061035156,142.3000030517578,36117900,138.25142778669084,141.8393320719401
2024-03-15,141.8217010498047,142.1699981689453,144.33999633789062,141.1300048828125,143.41000366210938,41025900,139.62428501674108,141.8213317871094
2024-03-18,148.1162567138672,148.47999572753906,152.92999267578125,148.13999938964844,149.3699951171875,47676700,141.51571219308036,141.98599853515626
2024-03-19,147.55763244628906,147.9199981689453,149.6199951171875,147.00999450683594,148.97999572753906,17748400,143.17714146205358,142.08566538492838
2024-03-20,149.3133087158203,149.67999267578125,149.75999450683594,147.6649932861328,148.7899932861328,17730000,144.71142578125,142.22799835205078
2024-03-21,148.37562561035156,148.74000549316406,151.30499267578125,148.00999450683594,150.32000732421875,19843900,146.01428440638952,142.29666544596355
2024-03-22,151.398193359375,151.77000427246094,152.55999755859375,150.08999633789062,150.24000549316406,19226300,147.58571297781808,142.44833221435547
2024-03-25,150.77969360351562,151.14999389648438,151.45599365234375,148.8000030517578,150.9499969482422,15114700,148.5585697719029,142.47933197021484
2024-03-26,151.32835388183594,151.6999969482422,153.1999969482422,151.02999877929688,151.24000549316406,19312700,149.9199981689453,142.57833201090494
2024-03-27,151.56777954101562,151.94000244140625,152.69000244140625,150.1300048828125,152.14500427246094,16622000,150.4142848423549,142.76399892171224
2024-03-28,151.88699340820312,152.25999450683594,152.6699981689453,151.3300018310547,152.0,21105600,151.03428431919642,142.93466542561848
2024-04-01,156.11660766601562,156.5,157.0,151.64999389648438,151.8300018310547,24469800,152.0085710797991,143.35333201090495
2024-04-02,155.48814392089844,155.8699951171875,155.99000549316406,153.4600067138672,154.75,17598100,153.02714102608817,143.82366536458332
2024-04-03,155.98692321777344,156.3699951171875,156.5500030517578,154.1320037841797,154.9199981689453,17266200,153.68428257533483,144.2959986368815
2024-04-04,151.56777954101562,151.94000244140625,156.17999267578125,151.8800048828125,155.0800018310547,24184800,153.7971409388951,144.56599884033204
2024-04-05,153.56288146972656,153.94000244140625,154.83999633789062,151.08099365234375,151.67999267578125,16289800,154.1171417236328,144.85333201090495
2024-04-08,155.7574920654297,156.13999938964844,156.65499877929688,153.99000549316406,154.01499938964844,16641500,154.7171412876674,145.21499888102213
2024-04-09,157.75257873535156,158.13999938964844,159.88999938964844,156.63999938964844,157.35000610351562,21538100,155.55714198521204,145.86133219401043
2024-04-10,157.27377319335938,157.66000366210938,158.16000366210938,156.1999969482422,157.8800048828125,16339200,155.72285679408483,146.44666544596353
2024-04-11,160.39608764648438,160.7899932861328,161.1199951171875,157.92999267578125,158.33999633789062,17841700,156.42571367536272,147.22533213297527
2024-04-12,158.80001831054688,159.19000244140625,161.6999969482422,158.60000610351562,159.40499877929688,16968200,156.82857186453683,147.87233225504556
2024-04-15,155.947021484375,156.3300018310547,160.8300018310547,156.14999389648438,160.27999877929688,21140900,157.4557146344866,148.4806655883789
2024-04-16,155.61782836914062,156.0,157.22999572753906,155.0500030517578,155.63999938964844,15413200,157.75,149.20733235677082
2024-04-17,156.4956817626953,156.8800048828125,158.68099975585938,156.13499450683594,157.19000244140625,16237800,157.85571507045202,149.97733256022136
2024-04-18,157.0742645263672,157.4600067138672,158.48500061035156,156.2100067138672,156.9250030517578,14016100,157.7585732596261,150.80733286539714
2024-04-19,155.33851623535156,155.72000122070312,157.99000549316406,153.91000366210938,157.75,20063900,157.48143005371094,151.48999938964843
2024-04-22,157.56304931640625,157.9499969482422,159.18499755859375,155.66000366210938,156.00999450683594,17243900,157.07571629115515,152.21199951171874
2024-04-23,159.52822875976562,159.9199981689453,160.47999572753906,157.96499633789062,158.58999633789062,16115400,157.18000139508928,152.9113327026367
2024-04-24,160.70533752441406,161.10000610351562,161.38999938964844,158.82000732421875,159.08999633789062,19485700,157.86143057686942,153.62733306884766
2024-04-25,157.56304931640625,157.9499969482422,158.27999877929688,152.76800537109375,153.36000061035156,36197800,158.14000156947546,154.1999994913737
2024-04-26,173.26449584960938,173.69000244140625,176.4199981689453,171.39999389648438,175.99000549316406,56500800,160.5414297921317,155.17833302815754
2024-04-29,167.48866271972656,167.89999389648438,171.3800048828125,167.05999755859375,170.77000427246094,35914600,162.03285653250558,156.03599955240887
2024-04-30,164.23666381835938,164.63999938964844,169.8699951171875,164.5,167.3800048828125,29420800,163.30714198521204,156.57466634114584
2024-05-01,165.16439819335938,165.57000732421875,168.80999755859375,164.89999389648438,166.17999267578125,25223200,164.39571489606584,157.16299997965496
2024-05-02,168.0473175048828,168.4600067138672,168.52999877929688,165.69000244140625,166.6699981689453,17041100,165.61571611676897,157.78900044759115
2024-05-03,168.5760040283203,168.99000549316406,169.85000610351562,164.97999572753906,169.5399932861328,22767100,166.74285888671875,158.46400044759113
2024-05-06,169.41395568847656,169.8300018310547,169.89999389648438,167.88999938964844,169.22000122070312,15147900,168.44000244140625,159.06600036621094
2024-05-07,172.5562286376953,172.97999572753906,173.47000122070312,170.0,170.1199951171875,21102400,168.3385729108538,159.79366709391277
2024-05-08,170.74069213867188,171.16000366210938,171.90899658203125,170.52200317382812,170.75,14569900,168.80428859165735,160.442333984375
2024-05-09,171.15965270996094,171.5800018310547,172.44000244140625,169.92999267578125,171.14999389648438,11937700,169.79571751185827,161.0970006306966
2024-05-10,169.872802734375,170.2899932861328,171.33999633789062,167.91000366210938,169.69000244140625,18740500,170.47000122070312,161.6980005900065
2024-05-13,170.4813232421875,170.89999389648438,170.9499969482422,165.75999450683594,165.8470001220703,19648600,170.81857081821985,162.178000386556
2024-05-14,171.5087890625,171.92999267578125,172.77999877929688,170.4199981689453,171.58999633789062,18729500,171.23856898716517,162.7133336385091
2024-05-15,173.4540252685547,173.8800048828125,174.04600524902344,172.02999877929688,172.3000030517578,20958200,171.81714085170202,163.2970006306966
2024-05-16,175.00022888183594,175.42999267578125,176.33999633789062,174.0500030517578,174.60000610351562,17247300,172.1671404157366,164.0800003051758
2024-05-17,176.8556671142578,177.2899932861328,177.4949951171875,174.97999572753906,175.5500030517578,16546400,173.04285321916853,164.85833333333332
2024-05-20,178.0228271484375,178.4600067138672,179.9499969482422,177.22500610351562,177.30999755859375,17495100,174.0257110595703,165.60233357747396
2024-05-21,179.10015869140625,179.5399932861328,179.82000732421875,177.30999755859375,178.39999389648438,14706000,175.3471396309989,166.31566670735677
2024-05-22,177.56393432617188,178.0,178.8520050048828,176.77999877929688,178.39999389648438,16189400,176.3614262172154,166.99366658528646
2024-05-23,174.63113403320312,175.05999755859375,179.91000366210938,174.5399932861328,178.77999877929688,14928400,176.8085697719029,167.46933339436848
2024-05-24,175.8980255126953,176.3300018310547,177.3040008544922,175.1999969482422,176.52000427246094,11400600,177.1585693359375,168.04066670735676
2024-05-28,177.58387756347656,178.02000427246094,178.50999450683594,175.67999267578125,175.74000549316406,15655300,177.52857099260603,168.76366678873697
2024-05-29,176.96539306640625,177.39999389648438,178.22999572753906,176.25999450683594,176.80999755859375,15023800,177.5442853655134,169.47699991861978
2024-05-30,173.1348114013672,173.55999755859375,176.69000244140625,173.22999572753906,176.69000244140625,18844000,176.8442840576172,170.03299967447916
2024-05-31,173.53382873535156,173.9600067138672,174.4199981689453,170.97000122070312,173.39999389648438,28085200,176.0471431187221,170.58299967447917
2024-06-03,173.99270629882812,174.4199981689453,175.86000061035156,172.4499969482422,173.8800048828125,20742800,175.53571428571428,171.20633290608723
2024-06-04,174.70095825195312,175.1300048828125,175.19000244140625,173.22000122070312,174.4499969482422,14066600,175.54571533203125,171.77899983723958
2024-06-05,176.63621520996094,177.07000732421875,177.97000122070312,175.2899932861328,176.53500366210938,15233900,175.65143040248327,172.35066680908204
2024-06-06,177.9130859375,178.35000610351562,178.7100067138672,177.2100067138672,177.42999267578125,14255800,175.69857352120536,172.92566680908203
2024-06-07,175.51895141601562,175.9499969482422,179.4199981689453,175.7899932861328,178.4600067138672,14716300,175.4914311000279,173.52566680908203
2024-06-10,176.39779663085938,176.6300048828125,178.47000122070312,174.3800048828125,176.4499969482422,17122200,175.9300035749163,173.62366689046223
2024-06-11,177.95574951171875,178.19000244140625,178.38999938964844,175.44000244140625,177.72000122070312,14402400,176.53428867885046,173.96666717529297
2024-06-12,179.32394409179688,179.55999755859375,182.0800018310547,177.77999877929688,179.75,18600400,177.26857430594308,174.46400044759113
2024-06-13,176.50765991210938,176.74000549316406,178.50999450683594,176.66000366210938,177.83999633789062,15956900,177.49857439313615,174.83633371988932
2024-06-14,178.135498046875,178.3699951171875,178.72999572753906,175.8520050048828,175.8520050048828,12361600,177.68428693498885,175.16666666666666
2024-06-17,178.5449676513672,178.77999877929688,179.9199981689453,176.49000549316406,176.97999572753906,15272900,177.74571446010046,175.4929997762044
2024-06-18,176.21803283691406,176.4499969482422,178.91000366210938,175.6199951171875,178.7899932861328,15640300,177.817143031529,175.7136662801107
2024-06-20,177.47637939453125,177.7100067138672,178.74000549316406,176.4600067138672,176.7100067138672,16753200,177.97142900739397,175.87133331298827
2024-06-21,180.02301025390625,180.25999450683597,182.51199340820312,178.05999755859375,178.49000549316406,59728000,178.26714215959822,176.17466634114584
2024-06-24,180.5523223876953,180.7899932861328,182.0800018310547,180.22999572753903,181.27999877929688,18198300,178.44285583496094,176.4816660563151
2024-06-25,185.3360290527344,185.5800018310547,185.75,181.10499572753903,181.1450042724609,18917700,179.7057124546596,176.9913330078125
2024-06-26,185.1262969970703,185.3699951171875,185.92999267578125,183.9900054931641,184.1999969482422,13375700,180.7057124546596,177.47366638183593
2024-06-27,186.6143493652344,186.8600006103516,187.5,185.4499969482422,185.6450042724609,13025700,181.85999843052454,177.9713333129883
2024-06-28,183.17886352539065,183.4199981689453,186.5800018310547,183.3249969482422,185.72000122070312,23032400,182.855712890625,178.2893330891927
2024-07-01,184.2474670410156,184.4900054931641,185.33999633789065,182.72999572753903,184.47999572753903,11815900,183.82428414481026,178.5913335164388
2024-07-02,186.3646697998047,186.6100006103516,186.9499969482422,183.05999755859372,183.47000122070312,12555500,184.73142787388392,178.9020004272461
2024-07-03,187.1436462402344,187.38999938964844,187.6199951171875,185.38499450683597,186.3000030517578,7409100,185.67428588867188,179.19966684977214
2024-07-05,191.7076416015625,191.9600067138672,192.25999450683597,187.32000732421875,187.32000732421875,14303400,186.5857151576451,179.6136672973633
2024-07-08,190.2295837402344,190.47999572753903,191.6790008544922,189.32000732421875,191.3650054931641,12097600,187.31571524483817,180.02966715494793
2024-07-09,190.18963623046875,190.44000244140625,192.8600006103516,190.22999572753903,191.75,10198500,187.827144077846,180.542333984375
2024-07-10,192.4067230224609,192.66000366210935,193.30999755859372,190.6199951171875,190.75,12052900,189.1471448625837,181.0866673787435
2024-07-11,187.05377197265625,187.3000030517578,192.41000366210935,186.82000732421875,191.33999633789065,16452000,189.54857308523995,181.39600067138673
2024-07-12,186.53445434570312,186.77999877929688,188.69000244140625,186.13999938964844,186.9199981689453,14449100,189.57285853794642,181.7086675008138
2024-07-15,187.94259643554688,188.19000244140625,189.8999938964844,186.4900054931641,186.4900054931641,12186000,189.68714468819755,182.1963343302409
2024-07-16,185.25613403320312,185.5,190.33999633789065,185.1199951171875,188.9600067138672,12760100,188.7642865862165,182.58100077311198
2024-07-17,182.37991333007807,182.6199951171875,185.22999572753903,181.6199951171875,184.67999267578125,17376600,187.6414293561663,182.85433400472004
2024-07-18,178.98439025878906,179.22000122070312,184.0500030517578,178.2100067138672,183.5399932861328,17877200,186.03857203892298,182.99066721598308
2024-07-19,179.15415954589844,179.38999938964844,181.97000122070312,178.86000061035156,180.3699951171875,14485900,184.14285714285714,183.06800028483073
2024-07-22,183.1089630126953,183.3500061035156,184.3000030517578,181.8999938964844,182.3500061035156,16303900,183.57857186453683,183.2346669514974
2024-07-23,183.358642578125,183.6000061035156,185.22000122070312,183.3300018310547,183.83999633789065,23772600,183.12428719656808,183.4896672566732
2024-07-24,174.14076232910156,174.3699951171875,177.9499969482422,173.57000732421875,175.38999938964844,31250700,181.1500004359654,183.41433359781902
2024-07-25,168.9376220703125,169.16000366210938,175.1999969482422,169.0500030517578,174.25,28967900,178.81571524483817,183.11333363850912
2024-07-26,168.45823669433594,168.67999267578125,169.83999633789062,165.86500549316406,168.77000427246094,25150100,176.82428632463728,182.75066680908202
2024-07-29,170.905029296875,171.1300048828125,172.16000366210938,169.72000122070312,170.5,13768900,175.66857256208147,182.56366678873698
2024-07-30,171.63406372070312,171.86000061035156,172.9499969482422,170.1199951171875,171.8300018310547,13681400,174.59285845075334,182.34666697184244
2024-07-31,172.92236328125,173.14999389648438,175.91000366210938,171.72000122070312,174.9199981689453,15650200,173.1357138497489,182.15900014241535
2024-08-01,172.22328186035156,172.4499969482422,175.67999267578125,170.50999450683594,171.97999572753906,17177800,171.54285539899553,182.02566680908203
2024-08-02,168.17860412597656,168.39999389648438,170.2100067138672,166.38999938964844,168.19000244140625,18907800,170.68999808175224,181.7153330485026
2024-08-05,160.42881774902344,160.63999938964844,165.94000244140625,156.60000610351562,157.3699951171875,34907800,169.4728546142578,181.06133321126302
2024-08-06,160.3289337158203,160.5399932861328,162.35000610351562,158.1300048828125,160.94500732421875,36146500,168.30999755859375,180.386333211263
2024-08-07,160.53866577148438,160.75,164.7899932861328,160.24000549316406,163.24000549316406,19334200,166.82713971819197,179.5586664835612
2024-08-08,163.62460327148438,163.83999633789062,165.5,162.02999877929688,162.343994140625,15733600,165.6814248221261,178.84099985758465
2024-08-09,165.17257690429688,165.38999938964844,165.52000427246094,160.92999267578125,161.64500427246094,13549200,164.5728541782924,178.12533315022787
2024-08-12,163.73446655273438,163.9499969482422,166.6999969482422,163.5500030517578,165.9949951171875,12435000,163.3585684640067,177.47633310953776
2024-08-13,165.71185302734375,165.92999267578125,166.5399932861328,164.77000427246094,165.18499755859375,12717600,163.0057111467634,176.857666015625
2024-08-14,161.81698608398438,162.02999877929688,164.9600067138672,159.52999877929688,164.2100067138672,22515900,163.20428248814173,176.0383326212565
2024-08-15,162.9554901123047,163.1699981689453,163.52000427246094,161.49000549316406,162.2100067138672,18392500,163.57999747140067,175.2309992472331
2024-08-16,164.5234375,164.74000549316406,166.9499969482422,163.0800018310547,163.41000366210938,16853100,164.1499982561384,174.32366587320965
2024-08-19,168.17860412597656,168.39999389648438,168.47000122070312,166.08999633789062,167.0,13100800,164.80142647879464,173.5876658121745
2024-08-20,168.73788452148438,168.9600067138672,170.41000366210938,168.66000366210938,168.74000549316406,12622500,165.3114275251116,172.87166595458984
2024-08-21,167.40963745117188,167.6300048828125,168.63999938964844,166.57000732421875,166.99000549316406,15269600,165.83714294433594,172.0373326619466
2024-08-22,165.27244567871094,165.49000549316406,169.4199981689453,165.02999877929688,169.0399932861328,19123800,165.7742876325335,171.31033274332682
2024-08-23,167.2098846435547,167.42999267578125,167.9499969482422,165.66000366210938,166.5500030517578,14281600,166.54571533203125,170.6653325398763
2024-08-26,167.709228515625,167.92999267578125,169.3800048828125,166.32000732421875,168.15499877929688,11990300,167.22571454729353,169.98999888102213
2024-08-27,166.16127014160156,166.3800048828125,168.2449951171875,166.16000366210938,167.61000061035156,13718200,167.46000017438615,169.35266571044923
2024-08-28,164.2837371826172,164.5,167.38999938964844,163.27999877929688,166.77999877929688,15208700,166.9028581891741,168.74866587320963
2024-08-29,163.1851806640625,163.39999389648438,167.6300048828125,161.98199462890625,166.05999755859375,17133800,166.1085706438337,168.22133229573566
2024-08-30,164.8929443359375,165.11000061035156,165.27999877929688,163.41000366210938,164.22000122070312,18498800,165.74857003348214,167.74533233642578
2024-09-03,158.4014892578125,158.61000061035156,163.3800048828125,157.85499572753906,163.31500244140625,26533100,164.76571219308036,166.92066548665363
2024-09-04,157.6025390625,157.80999755859375,160.39999389648438,157.44000244140625,158.0749969482422,17410700,163.39142717633928,166.06099853515624
2024-09-05,158.39151000976562,158.60000610351562,161.01499938964844,157.52000427246094,157.77999877929688,14139500,162.0585719517299,165.53533223470052
2024-09-06,151.9300079345703,152.1300048828125,159.22000122070312,151.93499755859375,158.69000244140625,24999100,160.02285766601562,164.96766560872396
2024-09-09,149.5399932861328,149.5399932861328,154.63999938964844,148.1999969482422,153.6300048828125,28057700,157.8857138497489,164.329665629069
2024-09-10,150.00999450683594,150.00999450683594,152.3000030517578,149.54299926757812,151.4499969482422,20401800,155.97285679408483,163.62566528320312
2024-09-11,152.14999389648438,152.14999389648438,152.47999572753906,148.6999969482422,151.08999633789062,18991500,154.12142726353235,162.96866505940756
2024-09-12,155.5399932861328,155.5399932861328,155.61000061035156,153.5,154.80999755859375,21024100,153.68285478864397,162.3816650390625
2024-09-13,158.3699951171875,158.3699951171875,159.27499389648438,156.11000061035156,156.36199951171875,16733900,153.76285443987166,161.912331644694
2024-09-16,158.99000549316406,158.99000549316406,159.24000549316406,157.61000061035156,158.3300018310547,14157600,153.81856863839286,161.59866536458333
2024-09-17,160.27999877929688,160.27999877929688,161.58999633789062,159.41000366210938,160.08999633789062,12064800,154.98285348074776,161.58666534423827
2024-09-18,160.80999755859375,160.80999755859375,161.6300048828125,159.66000366210938,160.85000610351562,16756500,156.59285409109933,161.59566548665364
2024-09-19,163.24000549316406,163.24000549316406,164.99000549316406,162.52200317382812,164.82000732421875,17548200,158.48285566057478,161.6786656697591
2024-09-20,164.63999938964844,164.63999938964844,164.75,163.17999267578125,164.52000427246094,46362700,160.26714215959822,161.70533243815103
2024-09-23,163.07000732421875,163.07000732421875,166.61000061035156,162.9499969482422,165.33999633789062,15648400,161.34285845075334,161.62799936930338
2024-09-24,163.63999938964844,163.63999938964844,164.5500030517578,162.02999877929688,164.25,18774100,162.09571620396204,161.61766611735027
2024-09-25,162.99000549316406,162.99000549316406,164.2169952392578,162.77499389648438,162.97000122070312,13607900,162.66714477539062,161.51966654459636
2024-09-26,163.8300018310547,163.8300018310547,165.5,163.5,165.02999877929688,18234500,163.1742880684989,161.5796666463216
2024-09-27,165.2899932861328,165.2899932861328,166.97000122070312,163.8300018310547,163.91000366210938,13604300,163.81428745814733,161.65033315022785
2024-09-30,167.19000244140625,167.19000244140625,167.36000061035156,164.63999938964844,164.77999877929688,14070100,164.37857273646765,161.73199971516928
2024-10-01,168.4199981689453,168.4199981689453,170.44000244140625,165.89999389648438,168.86000061035156,18629500,164.91857256208147,161.7326665242513
2024-10-02,167.30999755859375,167.30999755859375,168.8800048828125,166.25,167.75999450683594,12745000,165.52428545270647,161.67766621907552
2024-10-03,167.2100067138672,167.2100067138672,167.91000366210938,165.3699951171875,165.82000732421875,11004300,166.03428649902344,161.66366628011068
2024-10-04,168.55999755859375,168.55999755859375,169.5500030517578,166.9600067138672,169.33999633789062,11422100,166.82999965122767,161.76599934895833
2024-10-07,164.38999938964844,164.38999938964844,169.89999389648438,164.1300048828125,169.13999938964844,14034700,166.90999930245536,161.66466623942057
2024-10-08,165.6999969482422,165.6999969482422,166.10000610351562,164.30999755859375,165.42999267578125,11723900,166.96857125418526,161.5903330485026
2024-10-09,163.05999755859375,163.05999755859375,166.25999450683594,161.1199951171875,164.85499572753906,19666400,166.37857055664062,161.47966613769532
2024-10-10,163.17999267578125,163.17999267578125,164.31100463867188,161.63999938964844,162.11000061035156,12900500,165.62999834333147,161.4356658935547
2024-10-11,164.52000427246094,164.52000427246094,165.27000427246094,162.5,163.3300018310547,10946000,165.23142787388392,161.4729995727539
2024-10-14,166.35000610351562,166.35000610351562,167.6199951171875,164.77999877929688,164.91000366210938,9981800,165.1085706438337,161.51433308919272
2024-10-15,166.89999389648438,166.89999389648438,169.08999633789062,166.0500030517578,167.13999938964844,14829300,164.87142726353235,161.79066619873046
2024-10-16,166.74000549316406,166.74000549316406,167.27999877929688,165.21600341796875,166.02999877929688,9968500,165.20714242117745,162.0883331298828
2024-10-17,164.50999450683594,164.50999450683594,167.92999267578125,164.3699951171875,167.3800048828125,15113400,165.03714207240515,162.28533274332682
2024-10-18,165.0500030517578,165.0500030517578,166.3699951171875,164.75,164.8699951171875,13091300,165.32142857142858,162.71599934895832
2024-10-21,165.8000030517578,165.8000030517578,166.22000122070312,164.30499267578125,164.5800018310547,11384000,165.69571576799666,163.25799967447918
2024-10-22,166.82000732421875,166.82000732421875,167.47000122070312,164.6699981689453,164.6999969482422,11958600,166.0242876325335,163.8183334350586
2024-10-23,164.47999572753906,164.47999572753906,167.60000610351562,163.63299560546875,166.42999267578125,12754300,165.75714329310827,164.22933349609374
2024-10-24,164.52999877929688,164.52999877929688,165.0500030517578,162.77000427246094,164.58999633789062,12764400,165.41857256208147,164.52900034586588
2024-10-25,166.99000549316406,166.99000549316406,167.39999389648438,165.22999572753906,165.36500549316406,14566400,165.45428684779577,164.81633402506512
2024-10-28,168.33999633789062,168.33999633789062,170.6060028076172,165.7899932861328,170.58999633789062,20858300,166.00142996651786,165.12800038655598
2024-10-29,171.13999938964844,171.13999938964844,171.86000061035156,168.66000366210938,169.38499450683594,28916100,166.87142944335938,165.49000040690103
2024-10-30,176.13999938964844,176.13999938964844,183.7899932861328,175.7449951171875,182.41000366210935,49698300,168.34857177734375,166.0010004679362
2024-10-31,172.69000244140625,172.69000244140625,178.4199981689453,172.55999755859375,174.72000122070312,32801900,169.18714250837053,166.31600036621094
2024-11-01,172.64999389648438,172.64999389648438,173.82000732421875,170.30999755859375,171.5399932861328,21752900,170.35428510393416,166.58300018310547
2024-11-04,170.67999267578125,170.67999267578125,171.9199981689453,169.48500061035156,171.24000549316406,16194000,171.23285566057478,166.8366663614909
2024-11-05,171.41000366210938,171.41000366210938,172.0970001220703,170.3699951171875,170.8300018310547,12518300,171.8642839704241,167.09566650390624
